Participant,Media,Timeline,AOI,Total_duration_of_fixations,Average_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Average_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Number_of_saccades_in_AOI
17,Presentation4,T+A,M2-2-BLANK,219,219,1,0,3.21822,219,219,1,0,0
17,Presentation4,T+A,M2-2-C,17331,225,77,15601,2.78578,21537,1026,21,15601,47
17,Presentation4,T+A,M2-2-D,7528,209,36,24790,2.79162,8409,420,20,24790,15
17,Presentation4,T+A,M2-2-DELETE,233,233,1,2299,2.49184,233,233,1,2299,0
17,Presentation4,T+A,M2-2-DELETE,22217,210,106,550,2.69506,28171,4695,6,550,84
17,Presentation4,T+A,Q,44928,232,194,2598,2.78365,61944,6194,10,2598,141
17,Presentation4,T+A,T,22451,210,107,550,2.69293,28437,4740,6,550,85
17,Presentation4,Entire Recording,M2-2-A,3897,300,13,48082,2.77986,4280,389,11,48082,1
17,Presentation4,Entire Recording,M2-2-B,13091,247,53,51393,2.77709,14956,935,16,51393,35
17,Presentation4,Entire Recording,M2-2-BLANK,219,219,1,45484,3.21822,219,219,1,45484,0
17,Presentation4,Entire Recording,M2-2-C,17331,225,77,61085,2.78578,21537,1026,21,61085,47
17,Presentation4,Entire Recording,M2-2-D,7528,209,36,70274,2.79162,8409,420,20,70274,15
17,Presentation4,Entire Recording,M2-2-DELETE,233,233,1,47783,2.49184,233,233,1,47783,0
17,Presentation4,Entire Recording,M2-2-DELETE,22217,210,106,46034,2.69506,28171,4695,6,46034,84
17,Presentation4,Entire Recording,Q,44928,232,194,48082,2.78365,61944,6194,10,48082,141
17,Presentation4,Entire Recording,T,22451,210,107,46034,2.69293,28437,4740,6,46034,85
17,Presentation5,T+P,M3-1-A,2098,233,9,87311,2.70199,2215,554,4,87311,5
17,Presentation5,T+P,M3-1-B,1432,179,8,87195,2.70487,1882,314,6,87195,1
17,Presentation5,T+P,M3-1-C,5996,207,29,89059,2.81436,6529,502,13,89059,16
17,Presentation5,T+P,M3-1-D,3797,200,19,87078,2.94937,4197,525,8,87078,11
17,Presentation5,T+P,P,446,149,3,0,3.1897,496,248,2,0,1
17,Presentation5,T+P,DELETE,60606,272,223,2178,2.67064,78152,9769,8,2178,171
17,Presentation5,T+P,DELETE,27436,214,128,613,2.62576,39415,4379,9,613,84
17,Presentation5,T+P,Q,16005,203,79,84421,2.80466,23685,3384,7,84421,53
17,Presentation5,T+P,T,88459,251,353,613,2.65684,118666,14833,8,613,265
17,Presentation5,Entire Recording,M3-1-A,2098,233,9,137597,2.70199,2215,554,4,137597,5
17,Presentation5,Entire Recording,M3-1-B,1432,179,8,137480,2.70487,1882,314,6,137480,1
17,Presentation5,Entire Recording,M3-1-C,5996,207,29,139344,2.81436,6529,502,13,139344,16
17,Presentation5,Entire Recording,M3-1-D,3797,200,19,137364,2.94937,4197,525,8,137364,11
17,Presentation5,Entire Recording,P,446,149,3,50286,3.1897,496,248,2,50286,1
17,Presentation5,Entire Recording,DELETE,60606,272,223,52464,2.67064,78152,9769,8,52464,171
17,Presentation5,Entire Recording,DELETE,27436,214,128,50898,2.62576,39415,4379,9,50898,84
17,Presentation5,Entire Recording,Q,16005,203,79,134706,2.80466,23685,3384,7,134706,53
17,Presentation5,Entire Recording,T,88459,251,353,50898,2.65684,118666,14833,8,50898,265
17,Presentation6,T+P,M3-2-A,7695,248,31,10454,2.76547,8661,787,11,10454,19
17,Presentation6,T+P,M3-2-B,5713,248,23,15084,2.79883,6411,534,12,15084,9
17,Presentation6,T+P,M3-2-C,2465,176,14,15467,2.86454,2615,261,10,15467,4
17,Presentation6,T+P,M3-2-D,4680,203,23,21474,2.82897,5676,568,10,21474,6
17,Presentation6,T+P,P,1069,214,5,0,3.00132,2129,1064,2,0,2
17,Presentation6,T+P,DELETE,3481,183,19,1929,2.61561,4064,1355,3,1929,15
17,Presentation6,T+P,DELETE,9643,214,45,6590,2.68297,12605,3151,4,6590,34
17,Presentation6,T+P,Q,25982,220,118,2828,2.78781,36567,2813,13,2828,72
17,Presentation6,T+P,T,13290,204,65,1929,2.66239,16901,2817,6,1929,51
17,Presentation6,Entire Recording,M3-2-A,7695,248,31,56770,2.76547,8661,787,11,56770,19
17,Presentation6,Entire Recording,M3-2-B,5713,248,23,61400,2.79883,6411,534,12,61400,9
17,Presentation6,Entire Recording,M3-2-C,2465,176,14,61783,2.86454,2615,261,10,61783,4
17,Presentation6,Entire Recording,M3-2-D,4680,203,23,67790,2.82897,5676,568,10,67790,6
17,Presentation6,Entire Recording,P,1069,214,5,46316,3.00132,2129,1064,2,46316,2
17,Presentation6,Entire Recording,DELETE,3481,183,19,48245,2.61561,4064,1355,3,48245,15
17,Presentation6,Entire Recording,DELETE,9643,214,45,52906,2.68297,12605,3151,4,52906,34
17,Presentation6,Entire Recording,Q,25982,220,118,49144,2.78781,36567,2813,13,49144,72
17,Presentation6,Entire Recording,T,13290,204,65,48245,2.66239,16901,2817,6,48245,51
17,Presentation7,T+A&P,M4-1-A,4630,185,25,118423,2.72306,6293,484,13,118423,7
17,Presentation7,T+A&P,M4-1-B,6595,213,31,118820,2.77042,7894,607,13,118820,14
17,Presentation7,T+A&P,M4-1-C,9910,191,52,118704,2.81223,11672,614,19,118704,30
17,Presentation7,T+A&P,M4-1-D,8344,194,43,137127,2.86051,10387,547,19,137127,21
17,Presentation7,T+A&P,P,26597,249,107,5433,2.75456,36637,4580,8,5433,67
17,Presentation7,T+A&P,DELETE,48698,233,209,370,2.68426,65695,5475,12,370,145
17,Presentation7,T+A&P,DELETE,19719,282,70,83628,2.63816,26796,6699,4,83628,44
17,Presentation7,T+A&P,Q,35774,200,179,106905,2.78688,52992,4416,12,106905,118
17,Presentation7,T+A&P,T,68984,245,282,370,2.67106,93523,6235,15,370,192
17,Presentation7,Entire Recording,M4-1-A,4630,185,25,163693,2.72306,6293,484,13,163693,7
17,Presentation7,Entire Recording,M4-1-B,6595,213,31,164090,2.77042,7894,607,13,164090,14
17,Presentation7,Entire Recording,M4-1-C,9910,191,52,163973,2.81223,11672,614,19,163973,30
17,Presentation7,Entire Recording,M4-1-D,8344,194,43,182396,2.86051,10387,547,19,182396,21
17,Presentation7,Entire Recording,P,26597,249,107,50702,2.75456,36637,4580,8,50702,67
17,Presentation7,Entire Recording,DELETE,48698,233,209,45639,2.68426,65695,5475,12,45639,145
17,Presentation7,Entire Recording,DELETE,19719,282,70,128897,2.63816,26796,6699,4,128897,44
17,Presentation7,Entire Recording,Q,35774,200,179,152174,2.78688,52992,4416,12,152174,118
17,Presentation7,Entire Recording,T,68984,245,282,45639,2.67106,93523,6235,15,45639,192
17,Presentation8,T+A&P,M4-2-A,3497,219,16,2112,2.66439,4029,504,8,2112,7
17,Presentation8,T+A&P,M4-2-B,7744,250,31,8673,2.72872,8509,655,13,8673,17
17,Presentation8,T+A&P,M4-2-C,11592,241,48,17363,2.79829,15113,840,18,17363,21
17,Presentation8,T+A&P,M4-2-D,8905,228,39,29178,2.84336,9702,485,20,29178,17
17,Presentation8,T+A&P,P,0,,0,,,0,,0,,0
17,Presentation8,T+A&P,DELETE,100,100,1,1713,3.40333,100,100,1,1713,0
17,Presentation8,T+A&P,DELETE,18004,254,71,282,2.68644,24102,2678,9,282,45
17,Presentation8,T+A&P,Q,42164,240,176,1912,2.75192,55309,3457,16,1912,128
17,Presentation8,T+A&P,T,19269,254,76,282,2.69707,25865,3695,7,282,51
17,Presentation8,Entire Recording,M4-2-A,3497,219,16,44922,2.66439,4029,504,8,44922,7
17,Presentation8,Entire Recording,M4-2-B,7744,250,31,51483,2.72872,8509,655,13,51483,17
17,Presentation8,Entire Recording,M4-2-C,11592,241,48,60173,2.79829,15113,840,18,60173,21
17,Presentation8,Entire Recording,M4-2-D,8905,228,39,71988,2.84336,9702,485,20,71988,17
17,Presentation8,Entire Recording,P,0,,0,,,0,,0,,0
17,Presentation8,Entire Recording,DELETE,100,100,1,44522,3.40333,100,100,1,44522,0
17,Presentation8,Entire Recording,DELETE,18004,254,71,43092,2.68644,24102,2678,9,43092,45
17,Presentation8,Entire Recording,Q,42164,240,176,44722,2.75192,55309,3457,16,44722,128
17,Presentation8,Entire Recording,T,19269,254,76,43092,2.69707,25865,3695,7,43092,51
18,Presentation1,T,M1-1-A,10376,231,45,2578,3.18065,13466,1036,13,2578,18
18,Presentation1,T,M1-1-B,7578,210,36,96049,3.13704,10658,711,15,96049,11
18,Presentation1,T,M1-1-BLANK,1549,221,7,696,3.57265,1682,336,5,696,1
18,Presentation1,T,M1-1-C,6495,176,37,106384,3.13405,8660,577,15,106384,8
18,Presentation1,T,M1-1-D,4946,190,26,110298,3.21506,6579,658,10,110298,7
18,Presentation1,T,M1-1-DELETE,7278,364,20,2279,3.15529,8009,1602,5,2279,13
18,Presentation1,T,M1-1-DELETE,101460,264,385,30,3.01451,124993,7353,17,30,287
18,Presentation1,T,Q,35708,206,173,2578,3.16672,52001,3250,16,2578,76
18,Presentation1,T,T,111236,269,414,30,3.02375,136833,10526,13,30,315
18,Presentation1,Entire Recording,M1-1-A,10376,231,45,63528,3.18065,13466,1036,13,63528,18
18,Presentation1,Entire Recording,M1-1-B,7578,210,36,156998,3.13704,10658,711,15,156998,11
18,Presentation1,Entire Recording,M1-1-BLANK,1549,221,7,61646,3.57265,1682,336,5,61646,1
18,Presentation1,Entire Recording,M1-1-C,6495,176,37,167334,3.13405,8660,577,15,167334,8
18,Presentation1,Entire Recording,M1-1-D,4946,190,26,171248,3.21506,6579,658,10,171248,7
18,Presentation1,Entire Recording,M1-1-DELETE,7278,364,20,63228,3.15529,8009,1602,5,63228,13
18,Presentation1,Entire Recording,M1-1-DELETE,101460,264,385,60980,3.01451,124993,7353,17,60980,287
18,Presentation1,Entire Recording,Q,35708,206,173,63528,3.16672,52001,3250,16,63528,76
18,Presentation1,Entire Recording,T,111236,269,414,60980,3.02375,136833,10526,13,60980,315
18,Presentation2,T,M1-2-A,13990,280,50,42239,3.10492,15486,704,22,42239,23
18,Presentation2,T,M1-2-B,7361,294,25,54312,3.10752,8125,813,10,54312,13
18,Presentation2,T,M1-2-BLANK,304,152,2,0,3.45559,304,152,2,0,0
18,Presentation2,T,M1-2-C,4680,275,17,55509,3.22386,5311,885,6,55509,8
18,Presentation2,T,M1-2-D,766,153,5,64132,3.06457,783,196,4,64132,1
18,Presentation2,T,M1-2-DELETE,4597,219,21,1919,3.15712,5329,1066,5,1919,15
18,Presentation2,T,M1-2-DELETE,51548,270,191,187,3.07517,60565,3785,16,187,160
18,Presentation2,T,Q,55743,280,199,3535,3.10251,65910,2866,23,3535,142
18,Presentation2,T,T,59226,264,224,187,3.08426,69792,3877,18,187,188
18,Presentation2,Entire Recording,M1-2-A,13990,280,50,86632,3.10492,15486,704,22,86632,23
18,Presentation2,Entire Recording,M1-2-B,7361,294,25,98704,3.10752,8125,813,10,98704,13
18,Presentation2,Entire Recording,M1-2-BLANK,304,152,2,44393,3.45559,304,152,2,44393,0
18,Presentation2,Entire Recording,M1-2-C,4680,275,17,99902,3.22386,5311,885,6,99902,8
18,Presentation2,Entire Recording,M1-2-D,766,153,5,108525,3.06457,783,196,4,108525,1
18,Presentation2,Entire Recording,M1-2-DELETE,4597,219,21,46312,3.15712,5329,1066,5,46312,15
18,Presentation2,Entire Recording,M1-2-DELETE,51548,270,191,44580,3.07517,60565,3785,16,44580,160
18,Presentation2,Entire Recording,Q,55743,280,199,47928,3.10251,65910,2866,23,47928,142
18,Presentation2,Entire Recording,T,59226,264,224,44580,3.08426,69792,3877,18,44580,188
18,Presentation3,T+A,M2-1-A,5230,308,17,2269,3.17705,5479,609,9,2269,7
18,Presentation3,T+A,M2-1-B,1749,350,5,2686,3.14973,1749,350,5,2686,0
18,Presentation3,T+A,M2-1-BLANK,1155,231,5,0,3.84612,1271,424,3,0,2
18,Presentation3,T+A,M2-1-C,2999,428,7,118440,3.15571,3066,511,6,118440,1
18,Presentation3,T+A,M2-1-D,616,205,3,122502,3.19754,616,205,3,122502,0
18,Presentation3,T+A,M2-1-DELETE,0,,0,,,0,,0,,0
18,Presentation3,T+A,M2-1-DELETE,86954,271,321,421,3.05913,106152,6244,17,421,259
18,Presentation3,T+A,Q,17955,310,58,2269,3.12256,20862,2980,7,2269,43
18,Presentation3,T+A,T,90085,270,334,421,3.06068,111027,10093,11,421,273
18,Presentation3,Entire Recording,M2-1-A,5230,308,17,74222,3.17705,5479,609,9,74222,7
18,Presentation3,Entire Recording,M2-1-B,1749,350,5,74638,3.14973,1749,350,5,74638,0
18,Presentation3,Entire Recording,M2-1-BLANK,1155,231,5,71952,3.84612,1271,424,3,71952,2
18,Presentation3,Entire Recording,M2-1-C,2999,428,7,190392,3.15571,3066,511,6,190392,1
18,Presentation3,Entire Recording,M2-1-D,616,205,3,194454,3.19754,616,205,3,194454,0
18,Presentation3,Entire Recording,M2-1-DELETE,0,,0,,,0,,0,,0
18,Presentation3,Entire Recording,M2-1-DELETE,86954,271,321,72373,3.05913,106152,6244,17,72373,259
18,Presentation3,Entire Recording,Q,17955,310,58,74222,3.12256,20862,2980,7,74222,43
18,Presentation3,Entire Recording,T,90085,270,334,72373,3.06068,111027,10093,11,72373,273
18,Presentation4,T+A,M2-2-A,150,150,1,138891,3.37924,150,150,1,138891,0
18,Presentation4,T+A,M2-2-B,67,67,1,125969,2.89706,67,67,1,125969,0
18,Presentation4,T+A,M2-2-BLANK,499,250,2,0,4.37545,499,250,2,0,0
18,Presentation4,T+A,M2-2-C,0,,0,,,0,,0,,0
18,Presentation4,T+A,M2-2-D,0,,0,,,0,,0,,0
18,Presentation4,T+A,M2-2-DELETE,7078,221,32,2046,3.2623,8342,695,12,2046,17
18,Presentation4,T+A,M2-2-DELETE,83457,262,318,1746,3.09408,109080,5454,20,1746,220
18,Presentation4,T+A,Q,4630,232,20,1347,3.25803,5096,463,11,1347,6
18,Presentation4,T+A,T,95115,259,367,433,3.1124,124177,6536,19,433,260
18,Presentation4,Entire Recording,M2-2-A,150,150,1,185786,3.37924,150,150,1,185786,0
18,Presentation4,Entire Recording,M2-2-B,67,67,1,172864,2.89706,67,67,1,172864,0
18,Presentation4,Entire Recording,M2-2-BLANK,499,250,2,46895,4.37545,499,250,2,46895,0
18,Presentation4,Entire Recording,M2-2-C,0,,0,,,0,,0,,0
18,Presentation4,Entire Recording,M2-2-D,0,,0,,,0,,0,,0
18,Presentation4,Entire Recording,M2-2-DELETE,7078,221,32,48941,3.2623,8342,695,12,48941,17
18,Presentation4,Entire Recording,M2-2-DELETE,83457,262,318,48641,3.09408,109080,5454,20,48641,220
18,Presentation4,Entire Recording,Q,4630,232,20,48241,3.25803,5096,463,11,48241,6
18,Presentation4,Entire Recording,T,95115,259,367,47327,3.1124,124177,6536,19,47327,260
18,Presentation5,T+P,M3-1-A,2298,287,8,147527,3.0911,2596,433,6,147527,0
18,Presentation5,T+P,M3-1-B,6778,183,37,151387,3.04601,7878,343,23,151387,8
18,Presentation5,T+P,M3-1-C,13702,178,77,151903,3.21344,16200,506,32,151903,31
18,Presentation5,T+P,M3-1-D,6412,153,42,156231,3.25736,7844,327,24,156231,8
18,Presentation5,T+P,P,27730,312,89,1265,3.01133,31761,1323,24,1265,55
18,Presentation5,T+P,DELETE,48765,285,171,2464,3.24539,59377,3711,16,2464,120
18,Presentation5,T+P,DELETE,52912,238,222,233,3.03545,65850,2744,24,233,153
18,Presentation5,T+P,Q,40549,192,211,2997,3.14479,56578,1951,29,2997,105
18,Presentation5,T+P,T,107090,261,411,233,3.13333,133083,6049,22,233,302
18,Presentation5,Entire Recording,M3-1-A,2298,287,8,195103,3.0911,2596,433,6,195103,0
18,Presentation5,Entire Recording,M3-1-B,6778,183,37,198963,3.04601,7878,343,23,198963,8
18,Presentation5,Entire Recording,M3-1-C,13702,178,77,199480,3.21344,16200,506,32,199480,31
18,Presentation5,Entire Recording,M3-1-D,6412,153,42,203808,3.25736,7844,327,24,203808,8
18,Presentation5,Entire Recording,P,27730,312,89,48842,3.01133,31761,1323,24,48842,55
18,Presentation5,Entire Recording,DELETE,48765,285,171,50041,3.24539,59377,3711,16,50041,120
18,Presentation5,Entire Recording,DELETE,52912,238,222,47810,3.03545,65850,2744,24,47810,153
18,Presentation5,Entire Recording,Q,40549,192,211,50574,3.14479,56578,1951,29,50574,105
18,Presentation5,Entire Recording,T,107090,261,411,47810,3.13333,133083,6049,22,47810,302
18,Presentation6,T+P,M3-2-A,9443,326,29,5347,3.2367,10624,708,15,5347,8
18,Presentation6,T+P,M3-2-B,7410,218,34,7179,3.07944,8726,793,11,7179,14
18,Presentation6,T+P,M3-2-C,2049,146,14,51394,3.16276,3212,357,9,51394,2
18,Presentation6,T+P,M3-2-D,1582,158,10,54975,3.01772,1999,333,6,54975,2
18,Presentation6,T+P,P,2198,275,8,355,3.55619,2797,932,3,355,3
18,Presentation6,T+P,DELETE,4264,251,17,1920,3.11106,4930,2465,2,1920,14
18,Presentation6,T+P,DELETE,26153,272,96,0,3.19157,32703,4088,8,0,76
18,Presentation6,T+P,Q,32492,250,130,4367,3.14773,43670,4367,10,4367,72
18,Presentation6,T+P,T,30483,267,114,0,3.18007,37800,4200,9,0,92
18,Presentation6,Entire Recording,M3-2-A,9443,326,29,49460,3.2367,10624,708,15,49460,8
18,Presentation6,Entire Recording,M3-2-B,7410,218,34,51292,3.07944,8726,793,11,51292,14
18,Presentation6,Entire Recording,M3-2-C,2049,146,14,95507,3.16276,3212,357,9,95507,2
18,Presentation6,Entire Recording,M3-2-D,1582,158,10,99087,3.01772,1999,333,6,99087,2
18,Presentation6,Entire Recording,P,2198,275,8,44467,3.55619,2797,932,3,44467,3
18,Presentation6,Entire Recording,DELETE,4264,251,17,46032,3.11106,4930,2465,2,46032,14
18,Presentation6,Entire Recording,DELETE,26153,272,96,44113,3.19157,32703,4088,8,44113,76
18,Presentation6,Entire Recording,Q,32492,250,130,48480,3.14773,43670,4367,10,48480,72
18,Presentation6,Entire Recording,T,30483,267,114,44113,3.18007,37800,4200,9,44113,92
18,Presentation7,T+A&P,M4-1-A,3464,217,16,94491,3.09239,3797,422,9,94491,4
18,Presentation7,T+A&P,M4-1-B,7295,235,31,115301,3.03608,8674,578,15,115301,9
18,Presentation7,T+A&P,M4-1-C,11192,181,62,123543,2.98723,14672,587,25,123543,20
18,Presentation7,T+A&P,M4-1-D,10043,179,56,175791,3.13339,12708,410,31,175791,8
18,Presentation7,T+A&P,P,52246,325,161,300,3.06804,61758,6176,10,300,107
18,Presentation7,T+A&P,DELETE,57359,299,192,2948,3.15912,67922,5660,12,2948,153
18,Presentation7,T+A&P,DELETE,47550,335,142,0,3.03794,54764,2282,24,0,100
18,Presentation7,T+A&P,Q,46433,216,215,94491,3.07391,65406,1982,33,94491,102
18,Presentation7,T+A&P,T,109488,311,352,0,3.10391,129315,9237,14,0,290
18,Presentation7,Entire Recording,M4-1-A,3464,217,16,137432,3.09239,3797,422,9,137432,4
18,Presentation7,Entire Recording,M4-1-B,7295,235,31,158243,3.03608,8674,578,15,158243,9
18,Presentation7,Entire Recording,M4-1-C,11192,181,62,166485,2.98723,14672,587,25,166485,20
18,Presentation7,Entire Recording,M4-1-D,10043,179,56,218732,3.13339,12708,410,31,218732,8
18,Presentation7,Entire Recording,P,52246,325,161,43242,3.06804,61758,6176,10,43242,107
18,Presentation7,Entire Recording,DELETE,57359,299,192,45890,3.15912,67922,5660,12,45890,153
18,Presentation7,Entire Recording,DELETE,47550,335,142,42942,3.03794,54764,2282,24,42942,100
18,Presentation7,Entire Recording,Q,46433,216,215,137432,3.07391,65406,1982,33,137432,102
18,Presentation7,Entire Recording,T,109488,311,352,42942,3.10391,129315,9237,14,42942,290
18,Presentation8,T+A&P,M4-2-A,6146,246,25,2652,3.05298,6845,856,8,2652,16
18,Presentation8,T+A&P,M4-2-B,4413,232,19,126028,2.94111,6058,1010,6,126028,5
18,Presentation8,T+A&P,M4-2-C,15013,294,51,80534,3.09711,17806,1113,16,80534,21
18,Presentation8,T+A&P,M4-2-D,2082,160,13,144076,2.9514,2515,314,8,144076,0
18,Presentation8,T+A&P,P,966,322,3,439,3.81269,966,322,3,439,0
18,Presentation8,T+A&P,DELETE,42686,303,141,2052,3.18299,50679,5068,10,2052,106
18,Presentation8,T+A&P,DELETE,47621,272,175,0,3.04803,57419,2734,21,0,129
18,Presentation8,T+A&P,Q,45657,264,173,2652,3.06573,57462,3831,15,2652,103
18,Presentation8,T+A&P,T,95403,289,330,0,3.11482,115173,7678,15,0,260
18,Presentation8,Entire Recording,M4-2-A,6146,246,25,46441,3.05298,6845,856,8,46441,16
18,Presentation8,Entire Recording,M4-2-B,4413,232,19,169817,2.94111,6058,1010,6,169817,5
18,Presentation8,Entire Recording,M4-2-C,15013,294,51,124323,3.09711,17806,1113,16,124323,21
18,Presentation8,Entire Recording,M4-2-D,2082,160,13,187865,2.9514,2515,314,8,187865,0
18,Presentation8,Entire Recording,P,966,322,3,44227,3.81269,966,322,3,44227,0
18,Presentation8,Entire Recording,DELETE,42686,303,141,45841,3.18299,50679,5068,10,45841,106
18,Presentation8,Entire Recording,DELETE,47621,272,175,43789,3.04803,57419,2734,21,43789,129
18,Presentation8,Entire Recording,Q,45657,264,173,46441,3.06573,57462,3831,15,46441,103
18,Presentation8,Entire Recording,T,95403,289,330,43789,3.11482,115173,7678,15,43789,260
19,Presentation1,T,M1-1-A,35258,225,157,4386,3.43539,42285,1458,29,4386,112
19,Presentation1,T,M1-1-B,18270,277,66,67107,3.44375,21232,1117,19,67107,40
19,Presentation1,T,M1-1-BLANK,583,146,4,106995,3.36545,600,200,3,106995,1
19,Presentation1,T,M1-1-C,24666,301,82,73153,3.4924,28179,1281,22,73153,50
19,Presentation1,T,M1-1-D,15805,247,64,79981,3.46939,19802,1414,14,79981,37
19,Presentation1,T,M1-1-DELETE,45534,285,160,1871,3.41474,52362,3273,16,1871,126
19,Presentation1,T,M1-1-DELETE,134092,271,494,0,3.3631,158574,7551,21,0,415
19,Presentation1,T,Q,113785,251,453,4203,3.46607,141024,7422,19,4203,366
19,Presentation1,T,T,184839,276,669,0,3.37699,218097,16777,13,0,575
19,Presentation1,Entire Recording,M1-1-A,35258,225,157,56500,3.43539,42285,1458,29,56500,112
19,Presentation1,Entire Recording,M1-1-B,18270,277,66,119221,3.44375,21232,1117,19,119221,40
19,Presentation1,Entire Recording,M1-1-BLANK,583,146,4,159109,3.36545,600,200,3,159109,1
19,Presentation1,Entire Recording,M1-1-C,24666,301,82,125267,3.4924,28179,1281,22,125267,50
19,Presentation1,Entire Recording,M1-1-D,15805,247,64,132096,3.46939,19802,1414,14,132096,37
19,Presentation1,Entire Recording,M1-1-DELETE,45534,285,160,53985,3.41474,52362,3273,16,53985,126
19,Presentation1,Entire Recording,M1-1-DELETE,134092,271,494,52114,3.3631,158574,7551,21,52114,415
19,Presentation1,Entire Recording,Q,113785,251,453,56317,3.46607,141024,7422,19,56317,366
19,Presentation1,Entire Recording,T,184839,276,669,52114,3.37699,218097,16777,13,52114,575
19,Presentation2,T,M1-2-A,8994,243,37,11314,3.44004,10143,1127,9,11314,26
19,Presentation2,T,M1-2-B,7112,263,27,2304,3.41914,7994,888,9,2304,15
19,Presentation2,T,M1-2-BLANK,183,183,1,238,3.93146,183,183,1,238,0
19,Presentation2,T,M1-2-C,5406,285,19,26436,3.47747,6122,680,9,26436,8
19,Presentation2,T,M1-2-D,9160,286,32,34197,3.52419,10490,1748,6,34197,22
19,Presentation2,T,M1-2-DELETE,6862,196,35,1937,3.33774,7994,1999,4,1937,30
19,Presentation2,T,M1-2-DELETE,78910,259,305,472,3.31606,95609,5624,17,472,242
19,Presentation2,T,Q,54454,252,216,2304,3.44513,65425,9346,7,2304,181
19,Presentation2,T,T,85772,252,340,472,3.31779,103670,5456,19,472,274
19,Presentation2,Entire Recording,M1-2-A,8994,243,37,65910,3.44004,10143,1127,9,65910,26
19,Presentation2,Entire Recording,M1-2-B,7112,263,27,56900,3.41914,7994,888,9,56900,15
19,Presentation2,Entire Recording,M1-2-BLANK,183,183,1,54835,3.93146,183,183,1,54835,0
19,Presentation2,Entire Recording,M1-2-C,5406,285,19,81033,3.47747,6122,680,9,81033,8
19,Presentation2,Entire Recording,M1-2-D,9160,286,32,88794,3.52419,10490,1748,6,88794,22
19,Presentation2,Entire Recording,M1-2-DELETE,6862,196,35,56534,3.33774,7994,1999,4,56534,30
19,Presentation2,Entire Recording,M1-2-DELETE,78910,259,305,55068,3.31606,95609,5624,17,55068,242
19,Presentation2,Entire Recording,Q,54454,252,216,56900,3.44513,65425,9346,7,56900,181
19,Presentation2,Entire Recording,T,85772,252,340,55068,3.31779,103670,5456,19,55068,274
19,Presentation3,T+A,M2-1-A,2948,268,11,3711,3.51866,2998,333,9,3711,2
19,Presentation3,T+A,M2-1-B,8792,275,32,59967,3.3116,10124,1012,10,59967,20
19,Presentation3,T+A,M2-1-BLANK,0,,0,,,0,,0,,0
19,Presentation3,T+A,M2-1-C,749,250,3,178057,3.34532,749,250,3,178057,0
19,Presentation3,T+A,M2-1-D,0,,0,,,0,,0,,0
19,Presentation3,T+A,M2-1-DELETE,10392,297,35,2279,3.43262,11674,1297,9,2279,22
19,Presentation3,T+A,M2-1-DELETE,101391,256,396,0,3.25898,120154,3247,37,0,312
19,Presentation3,T+A,Q,35439,251,141,3711,3.38383,41981,2332,18,3711,111
19,Presentation3,T+A,T,114215,258,442,0,3.27759,135758,3669,37,0,350
19,Presentation3,Entire Recording,M2-1-A,2948,268,11,47825,3.51866,2998,333,9,47825,2
19,Presentation3,Entire Recording,M2-1-B,8792,275,32,104081,3.3116,10124,1012,10,104081,20
19,Presentation3,Entire Recording,M2-1-BLANK,0,,0,,,0,,0,,0
19,Presentation3,Entire Recording,M2-1-C,749,250,3,222171,3.34532,749,250,3,222171,0
19,Presentation3,Entire Recording,M2-1-D,0,,0,,,0,,0,,0
19,Presentation3,Entire Recording,M2-1-DELETE,10392,297,35,46392,3.43262,11674,1297,9,46392,22
19,Presentation3,Entire Recording,M2-1-DELETE,101391,256,396,44114,3.25898,120154,3247,37,44114,312
19,Presentation3,Entire Recording,Q,35439,251,141,47825,3.38383,41981,2332,18,47825,111
19,Presentation3,Entire Recording,T,114215,258,442,44114,3.27759,135758,3669,37,44114,350
19,Presentation4,T+A,M2-2-A,17904,259,69,1063,3.47094,20519,933,22,1063,41
19,Presentation4,T+A,M2-2-B,35808,286,125,1995,3.52294,42567,1468,29,1995,79
19,Presentation4,T+A,M2-2-BLANK,167,167,1,130,4.12262,167,167,1,130,0
19,Presentation4,T+A,M2-2-C,32672,275,119,19749,3.48733,39495,1580,25,19749,75
19,Presentation4,T+A,M2-2-D,12291,236,52,24013,3.59714,14156,1011,14,24013,34
19,Presentation4,T+A,M2-2-DELETE,0,,0,,,0,,0,,0
19,Presentation4,T+A,M2-2-DELETE,40118,259,155,0,3.36759,46696,3335,14,0,128
19,Presentation4,T+A,Q,108700,266,409,1063,3.51739,138165,12560,11,1063,319
19,Presentation4,T+A,T,40601,260,156,0,3.36558,47279,3637,13,0,130
19,Presentation4,Entire Recording,M2-2-A,17904,259,69,48887,3.47094,20519,933,22,48887,41
19,Presentation4,Entire Recording,M2-2-B,35808,286,125,49819,3.52294,42567,1468,29,49819,79
19,Presentation4,Entire Recording,M2-2-BLANK,167,167,1,47954,4.12262,167,167,1,47954,0
19,Presentation4,Entire Recording,M2-2-C,32672,275,119,67573,3.48733,39495,1580,25,67573,75
19,Presentation4,Entire Recording,M2-2-D,12291,236,52,71837,3.59714,14156,1011,14,71837,34
19,Presentation4,Entire Recording,M2-2-DELETE,0,,0,,,0,,0,,0
