Participant,Media,Timeline,AOI,Total_duration_of_fixations,Average_duration_of_fixations,Number_of_fixations,Time_to_first_fixation,Average_pupil_diameter,Total_duration_of_Visit,Average_duration_of_Visit,Number_of_Visits,Time_to_first_Visit,Number_of_saccades_in_AOI
10,Presentation1,T,M1-1-A,9728,263,37,2393,3.23709,10444,653,16,2393,20
10,Presentation1,T,M1-1-B,6412,279,23,8272,3.27083,7078,708,10,8272,12
10,Presentation1,T,M1-1-BLANK,3731,311,12,12,3.16622,4097,819,5,12,6
10,Presentation1,T,M1-1-C,1566,261,6,24044,3.27821,1665,555,3,24044,2
10,Presentation1,T,M1-1-D,1299,325,4,27292,3.37319,1382,1382,1,27292,3
10,Presentation1,T,M1-1-DELETE,25032,272,92,1894,3.11484,28030,2336,12,1894,77
10,Presentation1,T,M1-1-DELETE,52695,277,190,262,3.09634,59988,5999,10,262,168
10,Presentation1,T,Q,39590,271,146,2393,3.22378,45217,5024,9,2393,126
10,Presentation1,T,T,79326,275,288,262,3.10196,90100,6931,13,262,260
10,Presentation1,Entire Recording,M1-1-A,9728,263,37,103598,3.23709,10444,653,16,103598,20
10,Presentation1,Entire Recording,M1-1-B,6412,279,23,109477,3.27083,7078,708,10,109477,12
10,Presentation1,Entire Recording,M1-1-BLANK,3731,311,12,101216,3.16622,4097,819,5,101216,6
10,Presentation1,Entire Recording,M1-1-C,1566,261,6,125249,3.27821,1665,555,3,125249,2
10,Presentation1,Entire Recording,M1-1-D,1299,325,4,128496,3.37319,1382,1382,1,128496,3
10,Presentation1,Entire Recording,M1-1-DELETE,25032,272,92,103098,3.11484,28030,2336,12,103098,77
10,Presentation1,Entire Recording,M1-1-DELETE,52695,277,190,101466,3.09634,59988,5999,10,101466,168
10,Presentation1,Entire Recording,Q,39590,271,146,103598,3.22378,45217,5024,9,103598,126
10,Presentation1,Entire Recording,T,79326,275,288,101466,3.10196,90100,6931,13,101466,260
10,Presentation2,T,M1-2-A,5028,239,21,1949,3.13261,5411,676,8,1949,11
10,Presentation2,T,M1-2-B,5862,279,21,51376,3.14548,6379,911,7,51376,12
10,Presentation2,T,M1-2-BLANK,1582,264,6,0,3.61887,1732,433,4,0,1
10,Presentation2,T,M1-2-C,6645,246,27,55140,3.23769,7527,1882,4,55140,21
10,Presentation2,T,M1-2-D,1849,308,6,61101,3.20548,1949,974,2,61101,4
10,Presentation2,T,M1-2-DELETE,0,,0,,,0,,0,,0
10,Presentation2,T,M1-2-DELETE,38955,284,137,949,3.05604,43650,8730,5,949,126
10,Presentation2,T,Q,25913,252,103,1949,3.18008,29690,4241,7,1949,85
10,Presentation2,T,T,39955,285,140,949,3.05916,44733,11183,4,949,130
10,Presentation2,Entire Recording,M1-2-A,5028,239,21,46216,3.13261,5411,676,8,46216,11
10,Presentation2,Entire Recording,M1-2-B,5862,279,21,95643,3.14548,6379,911,7,95643,12
10,Presentation2,Entire Recording,M1-2-BLANK,1582,264,6,44267,3.61887,1732,433,4,44267,1
10,Presentation2,Entire Recording,M1-2-C,6645,246,27,99407,3.23769,7527,1882,4,99407,21
10,Presentation2,Entire Recording,M1-2-D,1849,308,6,105368,3.20548,1949,974,2,105368,4
10,Presentation2,Entire Recording,M1-2-DELETE,0,,0,,,0,,0,,0
10,Presentation2,Entire Recording,M1-2-DELETE,38955,284,137,45216,3.05604,43650,8730,5,45216,126
10,Presentation2,Entire Recording,Q,25913,252,103,46216,3.18008,29690,4241,7,46216,85
10,Presentation2,Entire Recording,T,39955,285,140,45216,3.05916,44733,11183,4,45216,130
10,Presentation3,T+A,M2-1-A,1511,216,7,11527,3.13582,1544,309,5,11527,2
10,Presentation3,T+A,M2-1-B,383,192,2,13126,3.28288,400,400,1,13126,1
10,Presentation3,T+A,M2-1-BLANK,336,168,2,0,3.77055,386,386,1,0,0
10,Presentation3,T+A,M2-1-C,816,272,3,13592,3.15788,866,433,2,13592,0
10,Presentation3,T+A,M2-1-D,0,,0,,,0,,0,,0
10,Presentation3,T+A,M2-1-DELETE,4180,261,16,1968,3.17828,4746,1186,4,1968,11
10,Presentation3,T+A,M2-1-DELETE,35041,287,122,403,3.12667,40271,3098,13,403,98
10,Presentation3,T+A,Q,12853,273,47,2168,3.10521,14118,2017,7,2168,37
10,Presentation3,T+A,T,40671,284,143,403,3.13315,47049,6721,7,403,123
10,Presentation3,Entire Recording,M2-1-A,1511,216,7,55575,3.13582,1544,309,5,55575,2
10,Presentation3,Entire Recording,M2-1-B,383,192,2,57174,3.28288,400,400,1,57174,1
10,Presentation3,Entire Recording,M2-1-BLANK,336,168,2,44048,3.77055,386,386,1,44048,0
10,Presentation3,Entire Recording,M2-1-C,816,272,3,57640,3.15788,866,433,2,57640,0
10,Presentation3,Entire Recording,M2-1-D,0,,0,,,0,,0,,0
10,Presentation3,Entire Recording,M2-1-DELETE,4180,261,16,46016,3.17828,4746,1186,4,46016,11
10,Presentation3,Entire Recording,M2-1-DELETE,35041,287,122,44451,3.12667,40271,3098,13,44451,98
10,Presentation3,Entire Recording,Q,12853,273,47,46216,3.10521,14118,2017,7,46216,37
10,Presentation3,Entire Recording,T,40671,284,143,44451,3.13315,47049,6721,7,44451,123
10,Presentation4,T+A,M2-2-A,7125,246,29,2017,3.08746,7775,518,15,2017,12
10,Presentation4,T+A,M2-2-B,10759,276,39,9761,3.11316,11309,628,18,9761,19
10,Presentation4,T+A,M2-2-BLANK,370,370,1,0,3.68278,370,370,1,0,0
10,Presentation4,T+A,M2-2-C,11492,295,39,12110,3.17209,12008,706,17,12110,22
10,Presentation4,T+A,M2-2-D,3564,324,11,13242,3.17107,3681,460,8,13242,3
10,Presentation4,T+A,M2-2-DELETE,916,229,4,6547,3.01253,1016,1016,1,6547,3
10,Presentation4,T+A,M2-2-DELETE,44118,279,158,420,3.06933,51307,6413,8,420,131
10,Presentation4,T+A,Q,37936,277,137,2017,3.13002,42414,4241,10,2017,117
10,Presentation4,T+A,T,45484,277,164,420,3.06861,52789,5279,10,420,135
10,Presentation4,Entire Recording,M2-2-A,7125,246,29,46122,3.08746,7775,518,15,46122,12
10,Presentation4,Entire Recording,M2-2-B,10759,276,39,53866,3.11316,11309,628,18,53866,19
10,Presentation4,Entire Recording,M2-2-BLANK,370,370,1,44105,3.68278,370,370,1,44105,0
10,Presentation4,Entire Recording,M2-2-C,11492,295,39,56214,3.17209,12008,706,17,56214,22
10,Presentation4,Entire Recording,M2-2-D,3564,324,11,57347,3.17107,3681,460,8,57347,3
10,Presentation4,Entire Recording,M2-2-DELETE,916,229,4,50652,3.01253,1016,1016,1,50652,3
10,Presentation4,Entire Recording,M2-2-DELETE,44118,279,158,44525,3.06933,51307,6413,8,44525,131
10,Presentation4,Entire Recording,Q,37936,277,137,46122,3.13002,42414,4241,10,46122,117
10,Presentation4,Entire Recording,T,45484,277,164,44525,3.06861,52789,5279,10,44525,135
10,Presentation5,T+P,M3-1-A,9893,283,35,2506,3.18902,10243,539,19,2506,16
10,Presentation5,T+P,M3-1-B,13107,234,56,9834,3.25632,14040,669,21,9834,34
10,Presentation5,T+P,M3-1-C,15555,247,63,32251,3.23818,17036,897,19,32251,40
10,Presentation5,T+P,M3-1-D,2548,319,8,34233,3.26108,2648,530,5,34233,3
10,Presentation5,T+P,P,35608,292,122,1807,3.1664,39888,2216,18,1807,88
10,Presentation5,T+P,DELETE,250,125,2,2090,3.0636,300,300,1,2090,1
10,Presentation5,T+P,DELETE,2457,307,8,0,3.71768,2739,548,5,0,2
10,Presentation5,T+P,Q,51130,247,207,2506,3.22469,56905,1897,30,2506,163
10,Presentation5,T+P,T,2707,271,10,0,3.65749,3039,506,6,0,3
10,Presentation5,Entire Recording,M3-1-A,9893,283,35,45731,3.18902,10243,539,19,45731,16
10,Presentation5,Entire Recording,M3-1-B,13107,234,56,53059,3.25632,14040,669,21,53059,34
10,Presentation5,Entire Recording,M3-1-C,15555,247,63,75476,3.23818,17036,897,19,75476,40
10,Presentation5,Entire Recording,M3-1-D,2548,319,8,77458,3.26108,2648,530,5,77458,3
10,Presentation5,Entire Recording,P,35608,292,122,45031,3.1664,39888,2216,18,45031,88
10,Presentation5,Entire Recording,DELETE,250,125,2,45314,3.0636,300,300,1,45314,1
10,Presentation5,Entire Recording,DELETE,2457,307,8,43225,3.71768,2739,548,5,43225,2
10,Presentation5,Entire Recording,Q,51130,247,207,45731,3.22469,56905,1897,30,45731,163
10,Presentation5,Entire Recording,T,2707,271,10,43225,3.65749,3039,506,6,43225,3
10,Presentation6,T+P,M3-2-A,15172,271,56,15477,3.14687,16886,938,18,15477,26
10,Presentation6,T+P,M3-2-B,9743,304,32,1873,3.19935,10476,655,16,1873,13
10,Presentation6,T+P,M3-2-C,6695,258,26,22388,3.2936,7378,922,8,22388,13
10,Presentation6,T+P,M3-2-D,7978,307,26,18008,3.32671,9060,1812,5,18008,17
10,Presentation6,T+P,P,0,,0,,,0,,0,,0
10,Presentation6,T+P,DELETE,28446,296,96,6653,3.06286,31941,7985,4,6653,87
10,Presentation6,T+P,DELETE,14182,302,47,0,3.18165,15663,1958,8,0,35
10,Presentation6,T+P,Q,49328,271,182,1873,3.21709,57521,4425,13,1873,125
10,Presentation6,T+P,T,43177,296,146,0,3.10105,48670,9734,5,0,131
10,Presentation6,Entire Recording,M3-2-A,15172,271,56,57608,3.14687,16886,938,18,57608,26
10,Presentation6,Entire Recording,M3-2-B,9743,304,32,44004,3.19935,10476,655,16,44004,13
10,Presentation6,Entire Recording,M3-2-C,6695,258,26,64519,3.2936,7378,922,8,64519,13
10,Presentation6,Entire Recording,M3-2-D,7978,307,26,60139,3.32671,9060,1812,5,60139,17
10,Presentation6,Entire Recording,P,0,,0,,,0,,0,,0
10,Presentation6,Entire Recording,DELETE,28446,296,96,48783,3.06286,31941,7985,4,48783,87
10,Presentation6,Entire Recording,DELETE,14182,302,47,42131,3.18165,15663,1958,8,42131,35
10,Presentation6,Entire Recording,Q,49328,271,182,44004,3.21709,57521,4425,13,44004,125
10,Presentation6,Entire Recording,T,43177,296,146,42131,3.10105,48670,9734,5,42131,131
10,Presentation7,T+A&P,M4-1-A,8944,319,28,6698,3.18053,9610,1068,9,6698,17
10,Presentation7,T+A&P,M4-1-B,10526,292,36,23151,3.19507,11225,935,12,23151,23
10,Presentation7,T+A&P,M4-1-C,10226,284,36,34443,3.25784,11323,944,12,34443,19
10,Presentation7,T+A&P,M4-1-D,6362,303,21,36741,3.33503,6977,1163,6,36741,13
10,Presentation7,T+A&P,P,7163,231,31,0,3.20691,9045,1131,8,0,11
10,Presentation7,T+A&P,DELETE,32310,296,109,586,3.09772,35857,7171,5,586,96
10,Presentation7,T+A&P,DELETE,1099,220,5,2435,3.12035,1149,383,3,2435,2
10,Presentation7,T+A&P,Q,46633,290,161,2601,3.21918,52158,3726,14,2601,128
10,Presentation7,T+A&P,T,33626,290,116,586,3.10175,37473,4684,8,586,98
10,Presentation7,Entire Recording,M4-1-A,8944,319,28,53172,3.18053,9610,1068,9,53172,17
10,Presentation7,Entire Recording,M4-1-B,10526,292,36,69624,3.19507,11225,935,12,69624,23
10,Presentation7,Entire Recording,M4-1-C,10226,284,36,80916,3.25784,11323,944,12,80916,19
10,Presentation7,Entire Recording,M4-1-D,6362,303,21,83215,3.33503,6977,1163,6,83215,13
10,Presentation7,Entire Recording,P,7163,231,31,46473,3.20691,9045,1131,8,46473,11
10,Presentation7,Entire Recording,DELETE,32310,296,109,47059,3.09772,35857,7171,5,47059,96
10,Presentation7,Entire Recording,DELETE,1099,220,5,48908,3.12035,1149,383,3,48908,2
10,Presentation7,Entire Recording,Q,46633,290,161,49075,3.21918,52158,3726,14,49075,128
10,Presentation7,Entire Recording,T,33626,290,116,47059,3.10175,37473,4684,8,47059,98
10,Presentation8,T+A&P,M4-2-A,6712,268,25,11361,3.18686,7195,719,10,11361,13
10,Presentation8,T+A&P,M4-2-B,8078,288,28,12743,3.21903,8477,499,17,12743,8
10,Presentation8,T+A&P,M4-2-C,9620,267,36,14675,3.24984,10336,689,15,14675,15
10,Presentation8,T+A&P,M4-2-D,3747,250,15,15924,3.38025,4064,581,7,15924,4
10,Presentation8,T+A&P,P,183,183,1,1737,3.57541,183,183,1,1737,0
10,Presentation8,T+A&P,DELETE,29395,277,106,28380,2.99241,33772,3377,10,28380,83
10,Presentation8,T+A&P,DELETE,19674,246,80,0,3.07781,23055,1773,13,0,55
10,Presentation8,T+A&P,Q,38682,267,145,2004,3.21818,43879,2581,17,2004,98
10,Presentation8,T+A&P,T,51451,268,192,0,3.03004,60241,4303,14,0,148
10,Presentation8,Entire Recording,M4-2-A,6712,268,25,63649,3.18686,7195,719,10,63649,13
10,Presentation8,Entire Recording,M4-2-B,8078,288,28,65032,3.21903,8477,499,17,65032,8
10,Presentation8,Entire Recording,M4-2-C,9620,267,36,66963,3.24984,10336,689,15,66963,15
10,Presentation8,Entire Recording,M4-2-D,3747,250,15,68213,3.38025,4064,581,7,68213,4
10,Presentation8,Entire Recording,P,183,183,1,54025,3.57541,183,183,1,54025,0
10,Presentation8,Entire Recording,DELETE,29395,277,106,80668,2.99241,33772,3377,10,80668,83
10,Presentation8,Entire Recording,DELETE,19674,246,80,52288,3.07781,23055,1773,13,52288,55
10,Presentation8,Entire Recording,Q,38682,267,145,54292,3.21818,43879,2581,17,54292,98
10,Presentation8,Entire Recording,T,51451,268,192,52288,3.03004,60241,4303,14,52288,148
11,Presentation1,T,M1-1-A,13340,284,47,3674,3.02292,15456,813,19,3674,21
11,Presentation1,T,M1-1-B,13852,308,45,6355,3.04337,15234,896,17,6355,24
11,Presentation1,T,M1-1-BLANK,293,293,1,0,3.90743,293,293,1,0,0
11,Presentation1,T,M1-1-C,3831,274,14,118907,3.09009,4230,1410,3,118907,11
11,Presentation1,T,M1-1-D,400,400,1,122854,3.09473,400,400,1,122854,0
11,Presentation1,T,M1-1-DELETE,19919,285,70,1842,3.13414,23250,4650,5,1842,55
11,Presentation1,T,M1-1-DELETE,68817,246,280,343,3.02288,84988,5666,15,343,188
11,Presentation1,T,Q,45829,292,157,3674,3.0492,55405,2916,19,3674,114
11,Presentation1,T,T,91317,254,360,343,3.05001,112235,8017,14,343,254
11,Presentation1,Entire Recording,M1-1-A,13340,284,47,165154,3.02292,15456,813,19,165154,21
11,Presentation1,Entire Recording,M1-1-B,13852,308,45,167835,3.04337,15234,896,17,167835,24
11,Presentation1,Entire Recording,M1-1-BLANK,293,293,1,161480,3.90743,293,293,1,161480,0
11,Presentation1,Entire Recording,M1-1-C,3831,274,14,280387,3.09009,4230,1410,3,280387,11
11,Presentation1,Entire Recording,M1-1-D,400,400,1,284334,3.09473,400,400,1,284334,0
11,Presentation1,Entire Recording,M1-1-DELETE,19919,285,70,163322,3.13414,23250,4650,5,163322,55
11,Presentation1,Entire Recording,M1-1-DELETE,68817,246,280,161823,3.02288,84988,5666,15,161823,188
11,Presentation1,Entire Recording,Q,45829,292,157,165154,3.0492,55405,2916,19,165154,114
11,Presentation1,Entire Recording,T,91317,254,360,161823,3.05001,112235,8017,14,161823,254
11,Presentation2,T,M1-2-A,9993,312,32,69398,3.02639,11342,2268,5,69398,23
11,Presentation2,T,M1-2-B,9760,361,27,70713,3.06953,11008,2202,5,70713,20
11,Presentation2,T,M1-2-BLANK,447,224,2,0,3.76372,447,224,2,0,0
11,Presentation2,T,M1-2-C,3597,257,14,71346,2.98282,3980,995,4,71346,9
11,Presentation2,T,M1-2-D,0,,0,,,0,,0,,0
11,Presentation2,T,M1-2-DELETE,13240,270,49,2013,3.24695,15855,2643,6,2013,35
11,Presentation2,T,M1-2-DELETE,70016,254,276,331,3.04706,82557,3175,26,331,201
11,Presentation2,T,Q,39138,303,129,3562,3.03557,44600,2973,15,3562,101
11,Presentation2,T,T,84189,256,329,331,3.08079,99712,3438,29,331,242
11,Presentation2,Entire Recording,M1-2-A,9993,312,32,116357,3.02639,11342,2268,5,116357,23
11,Presentation2,Entire Recording,M1-2-B,9760,361,27,117673,3.06953,11008,2202,5,117673,20
11,Presentation2,Entire Recording,M1-2-BLANK,447,224,2,46960,3.76372,447,224,2,46960,0
11,Presentation2,Entire Recording,M1-2-C,3597,257,14,118306,2.98282,3980,995,4,118306,9
11,Presentation2,Entire Recording,M1-2-D,0,,0,,,0,,0,,0
11,Presentation2,Entire Recording,M1-2-DELETE,13240,270,49,48972,3.24695,15855,2643,6,48972,35
11,Presentation2,Entire Recording,M1-2-DELETE,70016,254,276,47290,3.04706,82557,3175,26,47290,201
11,Presentation2,Entire Recording,Q,39138,303,129,50521,3.03557,44600,2973,15,50521,101
11,Presentation2,Entire Recording,T,84189,256,329,47290,3.08079,99712,3438,29,47290,242
11,Presentation3,T+A,M2-1-A,7810,300,26,13090,3.06073,8193,630,13,13090,13
11,Presentation3,T+A,M2-1-B,5130,342,15,12907,3.07197,5329,592,9,12907,6
11,Presentation3,T+A,M2-1-BLANK,1016,254,4,83,3.62909,1099,366,3,83,1
11,Presentation3,T+A,M2-1-C,1099,183,6,111719,3.09824,1099,183,6,111719,0
11,Presentation3,T+A,M2-1-D,450,225,2,141780,3.03818,466,466,1,141780,1
11,Presentation3,T+A,M2-1-DELETE,783,391,2,3697,3.40821,783,391,2,3697,0
11,Presentation3,T+A,M2-1-DELETE,89985,234,385,1698,3.11961,110970,7398,15,1698,275
11,Presentation3,T+A,Q,28828,269,107,4396,3.08091,31959,2131,15,4396,89
11,Presentation3,T+A,T,91751,235,390,1698,3.12363,112952,7530,15,1698,280
11,Presentation3,Entire Recording,M2-1-A,7810,300,26,56818,3.06073,8193,630,13,56818,13
11,Presentation3,Entire Recording,M2-1-B,5130,342,15,56635,3.07197,5329,592,9,56635,6
11,Presentation3,Entire Recording,M2-1-BLANK,1016,254,4,43810,3.62909,1099,366,3,43810,1
11,Presentation3,Entire Recording,M2-1-C,1099,183,6,155447,3.09824,1099,183,6,155447,0
11,Presentation3,Entire Recording,M2-1-D,450,225,2,185508,3.03818,466,466,1,185508,1
11,Presentation3,Entire Recording,M2-1-DELETE,783,391,2,47425,3.40821,783,391,2,47425,0
11,Presentation3,Entire Recording,M2-1-DELETE,89985,234,385,45426,3.11961,110970,7398,15,45426,275
11,Presentation3,Entire Recording,Q,28828,269,107,48124,3.08091,31959,2131,15,48124,89
11,Presentation3,Entire Recording,T,91751,235,390,45426,3.12363,112952,7530,15,45426,280
11,Presentation4,T+A,M2-2-A,10576,302,35,108455,3.00902,11841,1184,10,108455,21
11,Presentation4,T+A,M2-2-B,21487,326,66,14356,3.05985,24019,2184,11,14356,50
11,Presentation4,T+A,M2-2-BLANK,0,,0,,,0,,0,,0
11,Presentation4,T+A,M2-2-C,6645,289,23,15089,2.98957,7744,1549,5,15089,13
11,Presentation4,T+A,M2-2-D,167,167,1,1448,3.8451,167,167,1,1448,0
11,Presentation4,T+A,M2-2-DELETE,3531,235,15,1865,3.26733,4014,1003,4,1865,10
11,Presentation4,T+A,M2-2-DELETE,72315,246,294,266,3.02931,89885,6914,13,266,188
11,Presentation4,T+A,Q,47902,301,159,1448,3.03913,55246,6138,9,1448,128
11,Presentation4,T+A,T,77844,244,319,266,3.04305,96497,8041,12,266,211
11,Presentation4,Entire Recording,M2-2-A,10576,302,35,155697,3.00902,11841,1184,10,155697,21
11,Presentation4,Entire Recording,M2-2-B,21487,326,66,61598,3.05985,24019,2184,11,61598,50
11,Presentation4,Entire Recording,M2-2-BLANK,0,,0,,,0,,0,,0
11,Presentation4,Entire Recording,M2-2-C,6645,289,23,62330,2.98957,7744,1549,5,62330,13
11,Presentation4,Entire Recording,M2-2-D,167,167,1,48690,3.8451,167,167,1,48690,0
11,Presentation4,Entire Recording,M2-2-DELETE,3531,235,15,49107,3.26733,4014,1003,4,49107,10
11,Presentation4,Entire Recording,M2-2-DELETE,72315,246,294,47508,3.02931,89885,6914,13,47508,188
11,Presentation4,Entire Recording,Q,47902,301,159,48690,3.03913,55246,6138,9,48690,128
11,Presentation4,Entire Recording,T,77844,244,319,47508,3.04305,96497,8041,12,47508,211
11,Presentation5,T+P,M3-1-A,6529,344,19,18515,3.10714,7361,2454,3,18515,13
11,Presentation5,T+P,M3-1-B,5735,319,18,13402,3.16888,6185,1237,5,13402,12
11,Presentation5,T+P,M3-1-C,3497,233,15,12453,3.13051,3781,945,4,12453,10
11,Presentation5,T+P,M3-1-D,0,,0,,,0,,0,,0
11,Presentation5,T+P,P,12624,252,50,1577,3.15233,15322,2189,7,1577,26
11,Presentation5,T+P,DELETE,76095,275,277,461,3.17794,90268,11284,8,461,214
11,Presentation5,T+P,DELETE,40354,236,171,278,3.04879,48462,4038,12,278,115
11,Presentation5,T+P,Q,26887,286,94,2993,3.14957,30001,2727,11,2993,75
11,Presentation5,T+P,T,119031,258,462,278,3.13327,142611,10186,14,278,344
11,Presentation5,Entire Recording,M3-1-A,6529,344,19,64993,3.10714,7361,2454,3,64993,13
11,Presentation5,Entire Recording,M3-1-B,5735,319,18,59880,3.16888,6185,1237,5,59880,12
11,Presentation5,Entire Recording,M3-1-C,3497,233,15,58931,3.13051,3781,945,4,58931,10
11,Presentation5,Entire Recording,M3-1-D,0,,0,,,0,,0,,0
11,Presentation5,Entire Recording,P,12624,252,50,48055,3.15233,15322,2189,7,48055,26
11,Presentation5,Entire Recording,DELETE,76095,275,277,46939,3.17794,90268,11284,8,46939,214
11,Presentation5,Entire Recording,DELETE,40354,236,171,46756,3.04879,48462,4038,12,46756,115
11,Presentation5,Entire Recording,Q,26887,286,94,49471,3.14957,30001,2727,11,49471,75
11,Presentation5,Entire Recording,T,119031,258,462,46756,3.13327,142611,10186,14,46756,344
11,Presentation6,T+P,M3-2-A,20835,336,62,35192,3.12144,22600,2055,11,35192,46
11,Presentation6,T+P,M3-2-B,14673,445,33,40455,3.10178,15522,2217,7,40455,25
11,Presentation6,T+P,M3-2-C,6196,364,17,52097,3.09767,6778,1356,5,52097,11
11,Presentation6,T+P,M3-2-D,0,,0,,,0,,0,,0
11,Presentation6,T+P,P,1582,176,9,201,3.56966,1749,350,5,201,3
11,Presentation6,T+P,DELETE,10992,239,46,417,3.26738,12841,2568,5,417,38
11,Presentation6,T+P,DELETE,10159,248,41,2799,3.19912,11891,1486,8,2799,29
11,Presentation6,T+P,Q,60015,362,166,2699,3.11354,66760,8345,8,2699,142
11,Presentation6,T+P,T,21651,241,90,417,3.23302,25732,3676,7,417,74
11,Presentation6,Entire Recording,M3-2-A,20835,336,62,84180,3.12144,22600,2055,11,84180,46
11,Presentation6,Entire Recording,M3-2-B,14673,445,33,89443,3.10178,15522,2217,7,89443,25
11,Presentation6,Entire Recording,M3-2-C,6196,364,17,101085,3.09767,6778,1356,5,101085,11
11,Presentation6,Entire Recording,M3-2-D,0,,0,,,0,,0,,0
11,Presentation6,Entire Recording,P,1582,176,9,49189,3.56966,1749,350,5,49189,3
11,Presentation6,Entire Recording,DELETE,10992,239,46,49405,3.26738,12841,2568,5,49405,38
11,Presentation6,Entire Recording,DELETE,10159,248,41,51787,3.19912,11891,1486,8,51787,29
11,Presentation6,Entire Recording,Q,60015,362,166,51687,3.11354,66760,8345,8,51687,142
11,Presentation6,Entire Recording,T,21651,241,90,49405,3.23302,25732,3676,7,49405,74
11,Presentation7,T+A&P,M4-1-A,8894,296,30,94058,2.99478,10125,2025,5,94058,21
11,Presentation7,T+A&P,M4-1-B,9275,281,33,188872,3.03123,10174,1696,6,188872,26
11,Presentation7,T+A&P,M4-1-C,8960,309,29,197599,3.05109,9910,1982,5,197599,22
11,Presentation7,T+A&P,M4-1-D,0,,0,,,0,,0,,0
11,Presentation7,T+A&P,P,33509,329,102,1927,3.16586,40802,4534,9,1927,61
11,Presentation7,T+A&P,DELETE,75673,325,233,0,3.1221,85799,7150,12,0,196
11,Presentation7,T+A&P,DELETE,24316,324,75,26159,3.0796,27081,1805,15,26159,56
11,Presentation7,T+A&P,Q,46681,301,155,28741,3.05133,52009,2477,21,28741,123
11,Presentation7,T+A&P,T,103004,323,319,0,3.11217,116461,4313,27,0,262
11,Presentation7,Entire Recording,M4-1-A,8894,296,30,151410,2.99478,10125,2025,5,151410,21
11,Presentation7,Entire Recording,M4-1-B,9275,281,33,246224,3.03123,10174,1696,6,246224,26
11,Presentation7,Entire Recording,M4-1-C,8960,309,29,254951,3.05109,9910,1982,5,254951,22
